Nome: BAGE
Codigo Estacao: 83980
Latitude: -31.30555555
Longitude: -54.11944443
Altitude: 245.66
Situacao: Operante
Data Inicial: 2001-01-01
Data Final: 2025-06-30
Periodicidade da Medicao: Mensal

Data Medicao;DIRECAO PREDOMINANTE DO VENTO, MENSAL(° (gr));INSOLACAO TOTAL, MENSAL(h);NEBULOSIDADE, MEDIA MENSAL(décimos);PRECIPITACAO TOTAL, MENSAL(mm);PRESSAO ATMOSFERICA, MEDIA MENSAL(mB);TEMPERATURA MAXIMA MEDIA, MENSAL(°C);TEMPERATURA MEDIA COMPENSADA, MENSAL(°C);TEMPERATURA MINIMA MEDIA, MENSAL(°C);UMIDADE RELATIVA DO AR, MEDIA MENSAL(%);VENTO, VELOCIDADE MAXIMA MENSAL(m/s);VENTO, VELOCIDADE MEDIA MENSAL(m/s);
2020-07-31;23;155.8;4.7;null;989.8;17.1;11.5;7.1;null;7;2.6;
2020-08-31;5;155.9;4.1;null;989.7;23.2;15.9;11.1;null;7;2.1;
2020-09-30;5;147.6;6.2;null;989.1;21.5;16.7;11.4;null;7;2.3;
2020-10-31;14;187;5.9;null;987.1;24.4;17.7;12.6;null;7;2.7;
2020-11-30;14;221.8;4.4;44.9;985.8;28.1;21;14.6;66;7;3.1;
2020-12-31;5;285.9;3.3;124.5;983.2;29.4;22.3;14.9;61.9;7;3;
2021-01-31;5;235.2;3.7;126.9;982.7;31.1;24.1;17.3;null;7;2.6;
2021-02-28;5;211.7;4.2;195.3;983.5;28.7;21.9;16.6;72.2;7;2.2;
2021-03-31;14;218.9;5.5;121.2;984.7;27.6;21.3;16.1;74.8;7;2.3;
2021-04-30;5;229.5;3.5;36.3;988.2;25.9;19;13.5;76.5;9;2.4;
2021-05-31;32;205.6;3.6;57.7;988.2;20.2;13.3;8.4;74.2;9;2.2;
2021-06-30;5;121.5;6.6;139;989.3;17.3;12.1;7.7;82.8;9;2.5;
2021-07-31;5;215.9;3.3;41.1;990.7;19.9;12.2;7.1;75.6;7;2.2;
2021-08-31;5;174.2;5;92;989.4;21;13.9;9.2;80.7;9;2.6;
2021-09-30;5;140.5;6.5;175.4;986.7;21.8;15.8;11.1;81.3;9;3.1;
2021-10-31;5;278.1;3.5;97.8;986.3;24.9;17.9;11.2;67.9;7;2.6;
2021-11-30;14;233.1;4.5;63.2;984;27.5;20.4;13.4;66.9;7;3.1;
2021-12-31;14;306.5;3.3;94.7;983.8;30.3;22.8;15.3;58.8;5;3.6;
2022-01-31;5;292.3;4.3;94.2;982.7;34.2;26.1;19;58.1;7;2.7;
2022-02-28;5;253.4;3.5;108.8;983.1;31.2;24;17.2;60;5;2.4;
2022-03-31;5;236.2;4.2;119.5;984.5;27.1;20.7;14.9;73.2;7;2.6;
2022-04-30;5;193;4.3;238.9;986.5;24.8;18;12.8;70.5;12;2.1;
2022-05-31;14;157.9;5.4;89;988.8;19.4;13.7;9.9;79.6;7;2;
